Tytul,Cena_Surowa,Link
"Wynajem, Kamienica, Senatorska25 000 zł",25 000 zł,https://www.otodom.pl/pl/oferta/wynajem-kamienica-senatorska-ID4B3Ym
"Kawalerka w Apartamentowcu GÓRNA, PIOTRKOWSKA 900m1 250 zł",1 250 zł,https://www.otodom.pl/pl/oferta/kawalerka-w-apartamentowcu-gorna-piotrkowska-900m-ID4eIHC.html
2 Pokoje | Bez prowizji | Wysokie sufity! | Zwierzęta mile widziane!1 990 zł,1 990 zł,https://www.otodom.pl/pl/oferta/2-pokoje-bez-prowizji-wysokie-sufity-zwierzeta-mile-widziane-ID4AOKO
"Nowe, 2‑pokojowe mieszkanie z klimatyzacją – Tuwima 88, obok Łódź Fab2 700 zł",2 700 zł,https://www.olx.pl/d/oferta/nowe-2pokojowe-mieszkanie-z-klimatyzacja-tuwima-88-obok-lodz-fab-CID3-ID1aaGCa.html?search_reason=search%7Corganic
Mieszkanie na wynajem Łódź Zielony Romanów kawalerka 31m21 800 zł,1 800 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-lodz-zielony-romanow-kawalerka-31m2-CID3-ID1a2UNI.html?search_reason=search%7Corganic
"Wynajmę mieszkanie w Łodzi, Retkinia - Karolew, M4 , 3 pokoje2 550 zł",2 550 zł,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-w-lodzi-retkinia-karolew-m4-3-pokoje-ID4ga2F
Mała kawalerka przy Kilińskiego 227 / 15m2 / wolna od zaraz1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/mala-kawalerka-przy-kilinskiego-227-15m2-wolna-od-zaraz-CID3-ID19Jz1m.html?search_reason=search%7Corganic
"Wynajmę apartament przy Off Piotrkowska 217 , 2 pokoje strzeżone osiedle2 490 zł",2 490 zł,https://www.olx.pl/d/oferta/wynajme-apartament-przy-off-piotrkowska-217-2-pokoje-strzezone-osiedle-CID3-ID1a7DAF.html?search_reason=search%7Corganic
Przy przystanku tramwajowym. 100 metrów Pl. Wolnoścu2 600 zł,2 600 zł,https://www.otodom.pl/pl/oferta/przy-przystanku-tramwajowym-100-metrow-pl-wolnoscu-ID4B3Vf
"RENTAROOM.PL ENG RUS Manufaktura,ASP ul.Reja1 900 zł",1 900 zł,https://www.olx.pl/d/oferta/rentaroom-pl-eng-rus-manufaktura-asp-ul-reja-CID3-ID19BNRs.html?search_reason=search%7Cpromoted
"Wynajme mieszkanie Łódź, łódź wynajem, łódź mieszkanie , górna2 700 zł",2 700 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-lodz-lodz-wynajem-lodz-mieszkanie-gorna-CID3-ID10zjcB.html?search_reason=search%7Cpromoted
Mieszkanie Łódź 2 pokoje wyposażone wynajem Narutowicza 16 obok UŁ Piotrkowska1 800 zł,1 800 zł,https://www.olx.pl/d/oferta/mieszkanie-lodz-2-pokoje-wyposazone-wynajem-narutowicza-16-obok-ul-piotrkowska-CID3-ID1a4JaT.html?search_reason=search%7Cpromoted
"2 Pokojowe Mieszkanie Na Nowym, Zamkniętym I Monitorowanym Osiedlu2 300 zł",2 300 zł,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-nowym-zamknietym-i-monitorowanym-osiedlu-ID4APe9
"Rzgowska / Pryncypalna 38, Górna , M3 2 Pokoje / орендна / UKR / ENG1 300 zł",1 300 zł,https://www.olx.pl/d/oferta/rzgowska-pryncypalna-38-gorna-m3-2-pokoje-ukr-eng-CID3-ID1afcjt.html?search_reason=search%7Corganic
Nowe wykończenie! Kawalerka  w samym centrum Łodzi Nawrot parking1 500 zł,1 500 zł,https://www.otodom.pl/pl/oferta/nowe-wykonczenie-kawalerka-w-samym-centrum-lodzi-nawrot-parking-ID4ATql
Wynajmę tanio mieszkanie w centrum700 zł,700 zł,https://www.olx.pl/d/oferta/wynajme-tanio-mieszkanie-w-centrum-CID3-ID1aluhO.html?search_reason=search%7Corganic
Komfortowe 2 pokoje | Gotowe do zamieszkania | Niski czynsz | Dobra lokalizacja Zarzew2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/komfortowe-2-pokoje-gotowe-do-zamieszkania-niski-czynsz-dobra-lokalizacja-zarzew-CID3-ID1a4SWc.html?search_reason=search%7Corganic
"Przemysłowa 21, przytulna kawalerka w spokojnej okolicy, 0% prowizji1 100 zł",1 100 zł,https://www.olx.pl/d/oferta/przemyslowa-21-przytulna-kawalerka-w-spokojnej-okolicy-0-prowizji-CID3-ID1alelN.html?search_reason=search%7Corganic
"Kawalerka 9piętro 30m2 po remoncie, świeżo po malowaniu, wposażone1 650 zł",1 650 zł,https://www.otodom.pl/pl/oferta/kawalerka-9pietro-30m2-po-remoncie-swiezo-po-malowaniu-wposazone-ID4AZ3y
"Atrakcyjne 2 pok 43mkw taras garaż ""Etiuda""2 300 zł",2 300 zł,https://www.otodom.pl/pl/oferta/atrakcyjne-2-pok-43mkw-taras-garaz-etiuda-ID4Aqf7
"Dniestrzańska 3, nowoczesna kawalerka z balkonem w centrum, 0% prowizji1 450 zł",1 450 zł,https://www.olx.pl/d/oferta/dniestrzanska-3-nowoczesna-kawalerka-z-balkonem-w-centrum-0-prowizji-CID3-ID1aleL8.html?search_reason=search%7Corganic
Komfortowe mieszkanie z widokiem na park Radogoszcz1 800 zł,1 800 zł,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-widokiem-na-park-radogoszcz-ID4B3kH
"RENTAROOM.PL ENG RUS studio z balkonem,Manufaktura ul.Lutomierska1 500 zł",1 500 zł,https://www.olx.pl/d/oferta/rentaroom-pl-eng-rus-studio-z-balkonem-manufaktura-ul-lutomierska-CID3-ID19903O.html?search_reason=search%7Cpromoted
"Centrum-ul.Rewolucji, komfortowa kawalerka 23m, parking, monitoring.1 450 zł",1 450 zł,https://www.olx.pl/d/oferta/centrum-ul-rewolucji-komfortowa-kawalerka-23m-parking-monitoring-CID3-ID1abClw.html?search_reason=search%7Cpromoted
"Śródmieście, ul. 6 Sierpnia 37, 2 pokoje, 34 m2, kamienica po remoncie1 975 zł",1 975 zł,https://www.olx.pl/d/oferta/srodmiescie-ul-6-sierpnia-37-2-pokoje-34-m2-kamienica-po-remoncie-CID3-ID19YYXT.html?search_reason=search%7Cpromoted
Kawalerka 32m2  do wynajęcia Łódź-Górna ul Strycharska1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/kawalerka-32m2-do-wynajecia-lodz-gorna-ul-strycharska-CID3-ID1a6XlT.html?search_reason=search%7Corganic
Mieszkanie z OGRÓDKIEM.  Parking GRATIS...Rolety Elektryczne !!!2 700 zł,2 700 zł,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-parking-gratis-rolety-elektryczne-ID4ANE4.html
"Nowe, 1-pok mieszkanie - ul. 6 Sierpnia 19A2 200 zł",2 200 zł,https://www.otodom.pl/pl/oferta/nowe-1-pok-mieszkanie-ul-6-sierpnia-19a-ID4AIHB.html
na zamkniętym terenie z garażem2 200 zł,2 200 zł,https://www.otodom.pl/pl/oferta/na-zamknietym-terenie-z-garazem-ID4AbUp
Mieszkanie  Teofilów ulica Grabieniec2 200 zł,2 200 zł,https://www.otodom.pl/pl/oferta/mieszkanie-teofilow-ulica-grabieniec-ID4AuGI
Łódź – Śródmieście | 29 m² | Kawalerka | Miejsce parkingowe | Komórka1 800 zł,1 800 zł,https://www.olx.pl/d/oferta/lodz-srodmiescie-29-m-kawalerka-miejsce-parkingowe-komorka-CID3-ID19VWNw.html?search_reason=search%7Corganic
Apartament 2 pokoje umeblowane k/Politechniki2 200 zł,2 200 zł,https://www.otodom.pl/pl/oferta/apartament-2-pokoje-umeblowane-k-politechniki-ID4AzJq
Do wynajęcia mieszkanie 2-pokojowe.2 800 zł,2 800 zł,https://www.olx.pl/d/oferta/do-wynajecia-mieszkanie-2-pokojowe-CID3-ID1akHNt.html?search_reason=search%7Corganic
Twoje miejsce przy parku – nowe 45 m² w pełnym standardzie Księży Młyn2 300 zł,2 300 zł,https://www.otodom.pl/pl/oferta/twoje-miejsce-przy-parku-nowe-45-m-w-pelnym-standardzie-ksiezy-mlyn-ID4ATjt.html
Mieszkanie 3 pokojowe ul. Biegunowa 9 | POLESIE OSIEDLE ZAMKNIETE2 935 zł,2 935 zł,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-ul-biegunowa-9-polesie-osiedle-zamkniete-ID4zqpE
Nowoczesny apartament w w bardzo dobrej lokalizacji2 500 zł,2 500 zł,https://www.olx.pl/d/oferta/nowoczesny-apartament-w-w-bardzo-dobrej-lokalizacji-CID3-ID1ajEoz.html?search_reason=search%7Cpromoted
Atrakcyjne mieszkanie z antresolą przy Filmówce | Parking | Centrum2 300 złdo negocjacji,2 300 złdo negocjacji,https://www.olx.pl/d/oferta/atrakcyjne-mieszkanie-z-antresola-przy-filmowce-parking-centrum-CID3-ID1aba1A.html?search_reason=search%7Cpromoted
Do wynajęcia dwupokojowe na Dołach1 550 zł,1 550 zł,https://www.olx.pl/d/oferta/do-wynajecia-dwupokojowe-na-dolach-CID3-ID17IJgq.html?search_reason=search%7Cpromoted
Dwupoziomowy apartament przy ul. Nawrot 343 900 zł,3 900 zł,https://www.olx.pl/d/oferta/dwupoziomowy-apartament-przy-ul-nawrot-34-CID3-ID19qqYL.html?search_reason=search%7Corganic
Przestronne 2 pokojowe mieszkanie z balkonem1 900 zł,1 900 zł,https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-z-balkonem-ID4ARvO
Przestronna kawalerka | Centrum Łodzi | Akceptujemy zwierzęta1 600 zł,1 600 zł,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-centrum-lodzi-akceptujemy-zwierzeta-ID4AOMQ
PIĘKNA kawalerka z antresolą w centrum Kościuszki1 550 zł,1 550 zł,https://www.otodom.pl/pl/oferta/piekna-kawalerka-z-antresola-w-centrum-kosciuszki-ID4s52K
Kawalerka w cenrum łodzi1 300 zł,1 300 zł,https://www.olx.pl/d/oferta/kawalerka-w-cenrum-lodzi-CID3-ID19UJoB.html?search_reason=search%7Corganic
kawalerka przy ul. Legionów 751 100 zł,1 100 zł,https://www.olx.pl/d/oferta/kawalerka-przy-ul-legionow-75-CID3-ID1aeoUi.html?search_reason=search%7Corganic
"Mieszkanie w Nowym Centrum Łodzi, ul. Tramwajowa3 000 zł",3 000 zł,https://www.olx.pl/d/oferta/mieszkanie-w-nowym-centrum-lodzi-ul-tramwajowa-CID3-ID19m3UY.html?search_reason=search%7Corganic
"Na wynajem Kawalerka ""Nad Jasieniem"" - Tymienieckiego 642 000 zł",2 000 zł,https://www.olx.pl/d/oferta/na-wynajem-kawalerka-nad-jasieniem-tymienieckiego-64-CID3-ID1aeXB8.html?search_reason=search%7Corganic
"Wynajmę kawalerkę, Cieszkowskiego 7, Górna, po remoncie1 800 zł",1 800 zł,https://www.olx.pl/d/oferta/wynajme-kawalerke-cieszkowskiego-7-gorna-po-remoncie-CID3-ID1aiug0.html?search_reason=search%7Corganic
Nowoczesne 2 pokoje po remoncie  / centrum / od zaraz /wysoki standard1 880 zł,1 880 zł,https://www.olx.pl/d/oferta/nowoczesne-2-pokoje-po-remoncie-centrum-od-zaraz-wysoki-standard-CID3-ID1a7RMu.html?search_reason=search%7Corganic
"Sprawdź, zobacz, zachwyć się i wynajmij od zaraz hit na Pabianickiej  4/152 000 zł",2 000 zł,https://www.olx.pl/d/oferta/sprawdz-zobacz-zachwyc-sie-i-wynajmij-od-zaraz-hit-na-pabianickiej-4-15-CID3-ID1agQ9x.html?search_reason=search%7Cpromoted
Pokoj na lodzkim manhatanie Piotrkowska 204900 zł,900 zł,https://www.olx.pl/d/oferta/pokoj-na-lodzkim-manhatanie-piotrkowska-204-CID3-ID1a8mhu.html?search_reason=search%7Cpromoted
2 pokojowe mieszkanie - Łódź Polesie2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-lodz-polesie-CID3-ID19HmhS.html?search_reason=search%7Cpromoted
"M3 ul Mochnackiego umeblowane, Po remoncie2 100 zł",2 100 zł,https://www.otodom.pl/pl/oferta/m3-ul-mochnackiego-umeblowane-po-remoncie-ID4vNvC
Kawalerka w nowo oddanym apartamentowcu1 750 zł,1 750 zł,https://www.olx.pl/d/oferta/kawalerka-w-nowo-oddanym-apartamentowcu-CID3-ID19yqiK.html?search_reason=search%7Corganic
Kawalerka - wynajem okazjonalny1 400 złdo negocjacji,1 400 złdo negocjacji,https://www.olx.pl/d/oferta/kawalerka-wynajem-okazjonalny-CID3-ID1abCH0.html?search_reason=search%7Corganic
Kawalerka do wynajęcia - Widzew Wschód1 500 zł,1 500 zł,https://www.olx.pl/d/oferta/kawalerka-do-wynajecia-widzew-wschod-CID3-ID1a1tkE.html?search_reason=search%7Corganic
wynajem mieszkania Łódź Górna ul. Broniewskiego1 500 złdo negocjacji,1 500 złdo negocjacji,https://www.olx.pl/d/oferta/wynajem-mieszkania-lodz-gorna-ul-broniewskiego-CID3-ID1abAh8.html?search_reason=search%7Corganic
(5) Bezpośrednio wynajmę kawalerkę ulicy Słowiańskiej 201 250 zł,1 250 zł,https://www.olx.pl/d/oferta/5-bezposrednio-wynajme-kawalerke-ulicy-slowianskiej-20-CID3-ID1a7cFE.html?search_reason=search%7Corganic
"Słoneczne 2 pokoje, Zielony Romanów2 250 zł",2 250 zł,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-zielony-romanow-ID4v7YR
"Rezerwacja.Nowoczesne, 2pokojowe mieszkanie w Centrum Łodzi2 350 zł",2 350 zł,https://www.otodom.pl/pl/oferta/rezerwacja-nowoczesne-2pokojowe-mieszkanie-w-centrum-lodzi-ID4zUzJ
Cisza w centrum - 3 pokoje/zwierzęta mile widziane1 800 zł,1 800 zł,https://www.otodom.pl/pl/oferta/cisza-w-centrum-3-pokoje-zwierzeta-mile-widziane-ID4Askm
Przytulne 2 pokojowe mieszkanie obok Parku Źródliska1 700 zł,1 700 zł,https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-obok-parku-zrodliska-ID4xUGy
"5 min. od MANUFAKTURY 2 pok.43m z tarasami 23m winda, garaż UKR. ENG.2 180 zł",2 180 zł,https://www.olx.pl/d/oferta/5-min-od-manufaktury-2-pok-43m-z-tarasami-23m-winda-garaz-ukr-eng-CID3-ID1a0M5H.html?search_reason=search%7Cpromoted
"mieszkanie 2 pokoje - 42 m2, balkon / Łódź Dąbrowa, ul. Gojawiczyńskiej /1 600 zł",1 600 zł,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-42-m2-balkon-lodz-dabrowa-ul-gojawiczynskiej-CID3-ID1adRYx.html?search_reason=search%7Cpromoted
Do wynajęcia nowoczesna kawalerka z dodatkową sypialnią na Retkini.1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/do-wynajecia-nowoczesna-kawalerka-z-dodatkowa-sypialnia-na-retkini-CID3-ID19kkan.html?search_reason=search%7Cpromoted
Przytulne 2 pokojowe mieszkanie obok Parku Źródliska1 700 zł,1 700 zł,https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-obok-parku-zrodliska-ID4xUGy
IMAGINE Luksusowy mini apartament2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/imagine-luksusowy-mini-apartament-CID3-ID1a7ztb.html?search_reason=search%7Corganic
Mieszkanie z garażem. Bez Prowizji ###1 900 zł,1 900 zł,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-bez-prowizji-ID4AjSG
Przestronne 2 pokojowe mieszkanie z balkonem1 800 zł,1 800 zł,https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-z-balkonem-ID4Awzi
"3 pokoje po remoncie czekają na pierwszych mieszkańców, ul. Przełajowa2 500 zł",2 500 zł,https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-czekaja-na-pierwszych-mieszkancow-ul-przelajowa-ID4ARKw
"Super mieszkanie, 120 m².  duże5 500 zł",5 500 zł,https://www.olx.pl/d/oferta/super-mieszkanie-120-m-duze-CID3-ID1a0F0F.html?search_reason=search%7Corganic
Wynajmę mieszkanie1 490 zł,1 490 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-CID3-ID1a33Uf.html?search_reason=search%7Corganic
Wynajmę mieszkanie 2 pokojowe.1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pokojowe-CID3-ID1abvrb.html?search_reason=search%7Corganic
"M3 Bałuty ul Pasterska/Młynarska,po remoncie2 500 zł",2 500 zł,https://www.otodom.pl/pl/oferta/m3-baluty-ul-pasterska-mlynarska-po-remoncie-ID4AoDr.html
Kawalerka | Bez prowizji | Składowa1 690 zł,1 690 zł,https://www.otodom.pl/pl/oferta/kawalerka-bez-prowizji-skladowa-ID4AsjO
mieszkanie do wynajęcia od zaraz!1 850 zł,1 850 zł,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-od-zaraz-CID3-ID1a9kJ3.html?search_reason=search%7Cpromoted
Mieszkanie 3 pokojowe na Zdrowiu PETFRIENDLY od maja2 950 zł,2 950 zł,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-na-zdrowiu-petfriendly-od-maja-CID3-ID18ADVJ.html?search_reason=search%7Cpromoted
Przestrona kawalerka  w spokojnej okolicy Łodź Widzew/ Nowosolna1 200 zł,1 200 zł,https://www.olx.pl/d/oferta/przestrona-kawalerka-w-spokojnej-okolicy-lodz-widzew-nowosolna-CID3-ID1af1Ii.html?search_reason=search%7Cpromoted
Idealna kawalerka przy Rondzie Lotnikow Lwowskich1 850 zł,1 850 zł,https://www.olx.pl/d/oferta/idealna-kawalerka-przy-rondzie-lotnikow-lwowskich-CID3-ID1a4PFr.html?search_reason=search%7Corganic
"od marca - Slovianka Nowe - mieszkanie 44m2 BASEN , SAUNA2 650 zł",2 650 zł,https://www.otodom.pl/pl/oferta/od-marca-slovianka-nowe-mieszkanie-44m2-basen-sauna-ID4rT7j
Nowoczesne 2 pokojowe mieszkanie w Centrum | Garderoba2 000 zł,2 000 zł,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-w-centrum-garderoba-ID4AWGj
Mieszkanie 2 pokojowe ul. Kamińskiego 23 | CENTRUM ŚWIETNA LOKALIZACJA1 900 zł,1 900 zł,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-kaminskiego-23-centrum-swietna-lokalizacja-ID4AMno
Mieszkanie 2-pokojowe z ogródkiem2 600 zł,2 600 zł,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-z-ogrodkiem-CID3-ID19d4hD.html?search_reason=search%7Corganic
Kawalerka / 25m2 / odświeżona / Józefa 171 200 zł,1 200 zł,https://www.olx.pl/d/oferta/kawalerka-25m2-odswiezona-jozefa-17-CID3-ID17Vqm2.html?search_reason=search%7Corganic
"Kawalerka na wynajem, okolice Wojska Polskiego, blok.1 960 zł",1 960 zł,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-okolice-wojska-polskiego-blok-CID3-ID1alb6S.html?search_reason=search%7Corganic
"Kawalerka na wynajem, , okolice Wojska Polskiego, wykończone.1 800 zł",1 800 zł,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-okolice-wojska-polskiego-wykonczone-CID3-ID1albic.html?search_reason=search%7Corganic
(11) Bezpośrednio wynajmę kawalerkę ulicy Słowiańskiej 201 250 zł,1 250 zł,https://www.olx.pl/d/oferta/11-bezposrednio-wynajme-kawalerke-ulicy-slowianskiej-20-CID3-ID150Wis.html?search_reason=search%7Corganic
Do wanajęcia 2 pokojawe mieszkanie Łódź Widzew2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/do-wanajecia-2-pokojawe-mieszkanie-lodz-widzew-CID3-ID1ak4am.html?search_reason=search%7Corganic
Help Desk 24h | Bez ukrytych kosztów | Przyjazne zwierzętom1 690 zł,1 690 zł,https://www.otodom.pl/pl/oferta/help-desk-24h-bez-ukrytych-kosztow-przyjazne-zwierzetom-ID4AYhY
Nowoczesne Mieszkanie z balkonem2 200 zł,2 200 zł,https://www.olx.pl/d/oferta/nowoczesne-mieszkanie-z-balkonem-CID3-ID1al5IE.html?search_reason=search%7Cpromoted
"Mieszkanie 3 pok. na wynajem Łódź wołowa 2D, świeżo wykończone2 800 zł",2 800 zł,https://www.olx.pl/d/oferta/mieszkanie-3-pok-na-wynajem-lodz-wolowa-2d-swiezo-wykonczone-CID3-ID19Pwwa.html?search_reason=search%7Cpromoted
Tylna - nowoczesne mieszkanie od zaraz1 600 zł,1 600 zł,https://www.otodom.pl/pl/oferta/tylna-nowoczesne-mieszkanie-od-zaraz-ID4Ac2n.html
Do wynajęcia nowoczesna kawalerka z dodatkową sypialnią na Retkini.1 900 zł,1 900 zł,https://www.olx.pl/d/oferta/do-wynajecia-nowoczesna-kawalerka-z-dodatkowa-sypialnia-na-retkini-CID3-ID19kkan.html?search_reason=search%7Corganic
"Mieszkanie, Łódź1 800 zł",1 800 zł,https://www.otodom.pl/pl/oferta/-ID4AHqD.html
Dwupokojowe mieszkanie z balkonem i windą w Łodzi2 450 zł,2 450 zł,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-i-winda-w-lodzi-ID4Ax7Q
Nowoczesne 2-pokojowe mieszkanie z balkonem2 500 zł,2 500 zł,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-z-balkonem-ID4w5j4.html
Do wynajęcia dwupokojowe mieszkanie w inwestycji przy ul. Drewnowskiej 772 600 zł,2 600 zł,https://www.olx.pl/d/oferta/do-wynajecia-dwupokojowe-mieszkanie-w-inwestycji-przy-ul-drewnowskiej-77-CID3-ID1ajihj.html?search_reason=search%7Corganic
Wygodne mieszkanie po remoncie Al. Hetmańska - Janów2 400 zł,2 400 zł,https://www.olx.pl/d/oferta/wygodne-mieszkanie-po-remoncie-al-hetmanska-janow-CID3-ID1a3H8p.html?search_reason=search%7Corganic
Pilnie wynajmę mieszkanie 30 m2750 zł,750 zł,https://www.olx.pl/d/oferta/pilnie-wynajme-mieszkanie-30-m2-CID3-ID1aj0BA.html?search_reason=search%7Corganic
"Grudzińskiego 57, 3-pokojowe mieszkanie z balkonem, 0% prowizji1 690 zł",1 690 zł,https://www.olx.pl/d/oferta/grudzinskiego-57-3-pokojowe-mieszkanie-z-balkonem-0-prowizji-CID3-ID1aihnQ.html?search_reason=search%7Corganic
"M3 ,Teofilów/Żabieniec ul. Plantowa ,2 balkony1 800 zł",1 800 zł,https://www.otodom.pl/pl/oferta/m3-teofilow-zabieniec-ul-plantowa-2-balkony-ID4zj7W.html
"AKTUALNE! Do wynajęcia mieszkanie z widokiem z okien na staw! ul. Liściasta Łódź Bałuty! 4 pokoje - 75 m2 - Lodz - obok park, place zabaw3 200 zł",3 200 zł,https://www.olx.pl/d/oferta/aktualne-do-wynajecia-mieszkanie-z-widokiem-z-okien-na-staw-ul-lisciasta-lodz-baluty-4-pokoje-75-m2-lodz-obok-park-place-zabaw-CID3-ID1agIat.html?search_reason=search%7Cpromoted
"Wynajmę mieszkanie 2 pokoje,  parking, Wróblewskiego,  Nowa Przędzalniana2 100 zł",2 100 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pokoje-parking-wroblewskiego-nowa-przedzalniana-CID3-ID1akH2F.html?search_reason=search%7Cpromoted
"ENG/UA Kawalerka dla 1 os. z antresolą, Manufaktura AMUZ UMED UŁ.1 250 zł",1 250 zł,https://www.olx.pl/d/oferta/eng-ua-kawalerka-dla-1-os-z-antresola-manufaktura-amuz-umed-ul-CID3-ID17JvPt.html?search_reason=search%7Cpromoted
2 pokoje | wysoki standard | po remoncie | Odyńca 66 | Winda1 700 zł,1 700 zł,https://www.olx.pl/d/oferta/2-pokoje-wysoki-standard-po-remoncie-odynca-66-winda-CID3-ID169MEG.html?search_reason=search%7Corganic
"2 pokoje, wysoki standard, Karolew blisko Centrum – PIERWSZY najemca2 000 zł",2 000 zł,https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-karolew-blisko-centrum-pierwszy-najemca-ID4ARWJ
"Przestronna, jasna kawalerka, Polesie, Mireckiego1 400 zł",1 400 zł,https://www.olx.pl/d/oferta/przestronna-jasna-kawalerka-polesie-mireckiego-CID3-ID1a6Cab.html?search_reason=search%7Corganic
"Apartament, WYSOKI STANDARD, 27m ul. Widzewska, bezpośrednio, parking1 990 zł",1 990 zł,https://www.olx.pl/d/oferta/apartament-wysoki-standard-27m-ul-widzewska-bezposrednio-parking-CID3-ID17nMqs.html?search_reason=search%7Corganic
Mieszkanie na wynajem2 800 zł,2 800 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-ID1a9Qbo.html?search_reason=search%7Corganic
Bardzo ładne mieszkanie Łódź Doły 38m21 650 złdo negocjacji,1 650 złdo negocjacji,https://www.olx.pl/d/oferta/bardzo-ladne-mieszkanie-lodz-doly-38m2-CID3-ID1adxWz.html?search_reason=search%7Corganic
"Mieszkanie 2 pokojowe blisko Manufaktury, pierwszy najem | Legionów 692 000 zł",2 000 zł,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-blisko-manufaktury-pierwszy-najem-legionow-69-CID3-ID1afiux.html?search_reason=search%7Corganic
Mieszkanie w centrum Łodzi z klimatyzacją 3 min od Piotrkowska Centrum2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/mieszkanie-w-centrum-lodzi-z-klimatyzacja-3-min-od-piotrkowska-centrum-CID3-ID19ZiFJ.html?search_reason=search%7Corganic
Na wynajem 2-pokojowe mieszkanie w inwestycji Fuzja przy ul. Milionowej 8 w Łodzi2 250 zł,2 250 zł,https://www.olx.pl/d/oferta/na-wynajem-2-pokojowe-mieszkanie-w-inwestycji-fuzja-przy-ul-milionowej-8-w-lodzi-CID3-ID1a3kej.html?search_reason=search%7Corganic
Wynajmę mieszkanie2 000 zł,2 000 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-CID3-ID1aj09c.html?search_reason=search%7Corganic
"Wynajmę mieszkanie 2 pokoje,  parking, Wróblewskiego,  Nowa Przędzalniana2 100 zł",2 100 zł,https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pokoje-parking-wroblewskiego-nowa-przedzalniana-CID3-ID1akH2F.html?search_reason=search%7Cpromoted
"ENG/UA Kawalerka dla 1 os. z antresolą, Manufaktura AMUZ UMED UŁ.1 250 zł",1 250 zł,https://www.olx.pl/d/oferta/eng-ua-kawalerka-dla-1-os-z-antresola-manufaktura-amuz-umed-ul-CID3-ID17JvPt.html?search_reason=search%7Cpromoted
Mieszkanie na wynajem2 300 zł,2 300 zł,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-ID19vUKa.html?search_reason=search%7Cpromoted
"NOWA kawalerka 16m2 plus antresola 7m2- kilometr od Piotrkowskiej, obok Fuzji1 350 zł",1 350 zł,https://www.olx.pl/d/oferta/nowa-kawalerka-16m2-plus-antresola-7m2-kilometr-od-piotrkowskiej-obok-fuzji-CID3-ID1a796J.html?search_reason=search%7Corganic
"Ładna  przestronna  Kawalerka 45 m2 , w nowym budynku . Widzew, parking , ogródek.1 500 zł",1 500 zł,https://www.olx.pl/d/oferta/ladna-przestronna-kawalerka-45-m2-w-nowym-budynku-widzew-parking-ogrodek-CID3-ID15ZV3R.html?search_reason=search%7Corganic
Klimatyzowane mieszkanie przy ul. Senatorskiej2 690 zł,2 690 zł,https://www.olx.pl/d/oferta/klimatyzowane-mieszkanie-przy-ul-senatorskiej-CID3-ID19qwAl.html?search_reason=search%7Corganic
